timestamp,open,high,low,close,price,volume,quote_volume,crypto_id,symbol,price_change,price_change_1h,price_change_4h,price_change_24h,sma_5,sma_15,sma_24,sma_50,ema_12,ema_26,macd,macd_signal,macd_histogram,sma_ratio_5_15,sma_ratio_5_24,price_to_sma_5,price_to_sma_50,rsi,bb_middle,bb_std,bb_upper,bb_lower,bb_position,volatility_5,volatility_24,volume_sma_5,volume_ratio,volume_change,momentum_5,momentum_12,momentum_24,roc_5,roc_12,atr,target
2025-09-23 08:00:00,4208.21,4217.7,4197.66,4211.72,4211.72,9976.77,42011676.97,ethereum,ETH,,,,,,,,,4211.72,4211.72,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0
2025-09-23 09:00:00,4211.72,4231.67,4187.8,4194.98,4194.98,11350.71,47781400.41,ethereum,ETH,-0.003974623194324622,-0.003974623194324622,,,,,,,4202.6525,4203.028076923077,-0.3755769230765509,-0.20865384615363938,-0.1669230769229115,,,,,,,,,,,,,,,0.13771390941156292,,,,,,,0.0
2025-09-23 10:00:00,4194.98,4198.88,4188.74,4195.81,4195.81,6550.77,27477431.15,ethereum,ETH,0.00019785553208850892,0.00019785553208850892,,,,,,,4199.981870669746,4200.434691966487,-0.4528212967406944,-0.308722473443416,-0.14409882329727836,,,,,,,,,,,,,,,-0.4228757496227108,,,,,,,0.0
2025-09-23 11:00:00,4195.81,4198.65,4181.1,4195.5,4195.5,4968.57,20823012.71,ethereum,ETH,-7.38832311283355e-05,-7.38832311283355e-05,,,,,,,4198.567119252873,4199.055167736621,-0.4880484837476615,-0.3694697669069138,-0.11857871684074772,,,,,,,,,,,,,,,-0.2415288584395423,,,,,,,0.0
2025-09-23 12:00:00,4195.5,4207.31,4187.11,4198.48,4198.48,8693.68,36484161.5,ethereum,ETH,0.0007102848289832764,0.0007102848289832764,-0.0031436087869091134,,4199.298,,,,4198.543449263229,4198.921783966163,-0.37833470293389837,-0.3721068849539701,-0.006227817979928274,,,0.9998052055367349,,,,,,,,,,8308.1,1.0464101298732562,0.7497348331612519,,,,,,,0.0
2025-09-23 13:00:00,4198.48,4211.99,4183.92,4190.44,4190.44,17195.94,72157100.84,ethereum,ETH,-0.001914978754215757,-0.001914978754215757,-0.0010822459225073855,,4195.0419999999995,,,,4196.573884771382,4197.222950286023,-0.6490655146408244,-0.4471780722010357,-0.20188744243978868,,,0.9989029907209511,,,,,,,,0.0019301930603363117,,9751.934,1.7633363802503175,0.9779817062509775,-21.280000000000655,,,-0.5052567597086388,,,0.0
2025-09-23 14:00:00,4190.44,4214.06,4167.37,4177.39,4177.39,23672.25,99146523.49,ethereum,ETH,-0.0031142314410895766,-0.0031142314410895766,-0.004390093927036709,,4191.523999999999,,,,4192.29306800394,4193.695762888942,-1.4026948850023473,-0.6889938866520567,-0.7137009983502905,,,0.9966279568004385,,,,,,,,0.0016120766836098842,,12216.242,1.937768587099044,0.37661855065788785,-17.589999999999236,,,-0.4193106999318075,,,0.0
2025-09-23 15:00:00,4177.39,4206.09,4164.51,4183.93,4183.93,17489.2,73198677.07,ethereum,ETH,0.0015655708468684804,0.0015655708468684804,-0.0027577166011202303,,4189.147999999999,,,,4190.547824612372,4192.12225650828,-1.5744318959077646,-0.9017812909416579,-0.6726506049661066,,,0.9987544006561718,,,,,,,,0.0019188474265034567,,14403.928,1.2141965719351,-0.2611940140882256,-11.88000000000011,,,-0.283139608323546,,,0.0
2025-09-23 16:00:00,4183.93,4209.36,4166.67,4195.18,4195.18,20894.81,87416533.11,ethereum,ETH,0.0026888595172480656,0.0026888595172480656,-0.0007859987424018167,,4189.084,,,,4191.464233776944,4192.575481220203,-1.1112474432593444,-0.9501690112939838,-0.16107843196536065,,,1.0014552107334207,,,,,,,,0.0024264290271431023,,17589.176,1.187935694088228,0.19472645975802205,-0.31999999999970896,,,-0.0076272196400828385,,,-1.0
2025-09-23 17:00:00,4195.18,4196.21,4139.03,4150.73,4150.73,27205.27,113214513.3,ethereum,ETH,-0.010595492922830685,-0.010595492922830685,-0.00947633184104768,,4179.534000000001,,,,4183.745112307344,4186.8012120808235,-3.056099773479218,-1.4220197511364505,-1.6340800223427676,,,0.9931083226024717,,,,,,,,0.0052310230465804726,,21291.494,1.2777529843607969,0.30201088212814553,-47.75,,,-1.1373163621120064,,,0.0
2025-09-23 18:00:00,4150.73,4169.48,4147.91,4158.39,4158.39,23897.56,99327243.45,ethereum,ETH,0.0018454585097080756,0.0018454585097080756,-0.004548294509250983,,4173.124,,,,4179.105738110039,4183.116268873256,-4.010530763216593,-1.9883711699931321,-2.022159593223461,,,0.9964693117194697,,,,,,,,0.005555800644377822,,22631.818,1.055927544132778,-0.12158342850484483,-32.04999999999927,,,-0.7648361508576507,,,0.0
2025-09-23 19:00:00,4158.39,4184.05,4144.26,4155.02,4155.02,21115.04,87917217.12,ethereum,ETH,-0.0008104097980227154,-0.0008104097980227154,-0.006909771434990497,,4168.65,,,,4174.82337294417,4179.664199545801,-4.840826601631306,-2.600958969347239,-2.2398676322840676,,,0.9967303563503774,,,,,,,,0.005485826565355217,,22120.376,0.9545515862840668,-0.11643531808268293,-22.36999999999989,,,-0.53550183248392,,,1.0
2025-09-23 20:00:00,4155.02,4178.17,4141.79,4177.51,4177.51,17148.51,71317613.56,ethereum,ETH,0.0054127296619510545,0.0054127296619510545,-0.004211976601719125,,4167.366,,,,4175.289873464635,4179.411835457571,-4.1219619929361215,-2.922856053408651,-1.1991059395274704,,,1.0024341514520203,,,,,,,,0.006173105128813894,,22052.238,0.777631277152006,-0.18785330266956646,-6.420000000000073,-34.210000000000036,,-0.15344424978429583,-0.8122572250766957,,0.0
2025-09-23 21:00:00,4177.51,4192.42,4166.41,4185.0,4185.0,11992.78,50093931.1,ethereum,ETH,0.0017929340683804362,0.0017929340683804362,0.008256378998393155,,4165.33,,,,4176.943197986667,4180.039452839127,-3.0962548524603335,-2.9591312115458375,-0.13712364091449603,,,1.004722314918626,,40.798898071625366,,,,,,0.006077215813468778,,20271.832000000002,0.5915982334502378,-0.30065177674328547,-10.180000000000291,-9.979999999999563,,-0.24265943296831738,-0.23790339882430178,32.26857142857144,0.0
2025-09-23 22:00:00,4185.0,4191.11,4170.77,4183.51,4183.51,9521.94,39813418.98,ethereum,ETH,-0.00035603345280754706,-0.00035603345280754706,0.006040799444015477,,4171.886,4183.572666666667,,,4178.043249743627,4180.41488102939,-2.3716312857632147,-2.837346300773908,0.46571501501069346,0.9972065343193912,,1.002786269806989,,40.384484286590855,,,,,,0.002463121159507359,,16735.166,0.5689779234935584,-0.20602729308800793,32.780000000000655,-12.300000000000182,,0.7897405998463114,-0.293149594476394,32.289999999999964,0.0
2025-09-23 23:00:00,4183.51,4186.97,4162.25,4165.7,4165.7,11964.56,49936633.89,ethereum,ETH,-0.004257190732184335,-0.004257190732184335,0.0025703847394233925,,4173.348,4180.504666666667,,,4176.003430402462,4178.875583593854,-2.8721531913915896,-2.844509299384144,-0.027643892007445547,0.998288085473572,,0.998167418580957,,40.09204114780742,,,,,,0.0035631561063650097,,14348.566,0.8338505743361392,0.25652545594700227,7.309999999999491,-29.800000000000182,,0.17578918764231677,-0.7102848289834429,30.92214285714285,0.0
2025-09-24 00:00:00,4165.7,4196.31,4159.76,4176.09,4176.09,13107.56,54751306.99,ethereum,ETH,0.0024941786494467877,0.0024941786494467877,-0.00033991540415223565,,4177.562,4179.245333333334,,,4176.017575293333,4178.592822532941,-2.575247239607961,-2.789416303449088,0.2141690638411271,0.9995972159566924,,0.9996476413755201,,43.73251970505969,,,,,,0.00359891920998819,,12747.07,1.0282802243966653,0.09553213824829321,21.06999999999971,-22.389999999999418,,0.5070974387608063,-0.5332882376478998,32.808571428571405,0.0
2025-09-24 01:00:00,4176.09,4194.99,4170.92,4191.38,4191.38,8081.75,33838713.04,ethereum,ETH,0.00366131955968374,0.00366131955968374,0.0015244922341697276,,4180.336,4178.95,,,4178.503954535195,4179.856173122239,-1.3522185870442627,-2.496703719023541,1.1444851319792781,1.0003316622596585,,1.002641892900475,,48.80441091120143,,,,,,0.0031171505727455432,,10933.717999999999,0.7391584454620104,-0.38342834211706833,13.86999999999989,0.9400000000005093,,0.3320159616613694,0.02243201191283184,33.274285714285725,0.0
2025-09-24 02:00:00,4191.38,4193.09,4162.25,4171.31,4171.31,16206.58,67609070.74,ethereum,ETH,-0.004788399047569003,-0.004788399047569003,-0.0029162115066057037,,4177.598,4177.337333333333,,,4177.348869592963,4179.032198371055,-1.6833287780918909,-2.3316500568809824,0.6483212787890915,1.0000624001955951,,0.9984948288466244,,42.826970800992896,,,,,,0.0038307284133831778,,11776.478,1.3761822507544277,1.0053305286602532,-13.6899999999996,-6.079999999999927,,-0.3271206690561468,-0.14554542429603412,34.03428571428568,-1.0
2025-09-24 03:00:00,4171.31,4175.98,4131.46,4149.35,4149.35,23149.27,96041785.63,ethereum,ETH,-0.005264533204197286,-0.005264533204197286,-0.003924910579254259,,4170.7660000000005,4174.062000000001,,,4172.88327519647,4176.232941457333,-3.3496662608631596,-2.5376280623977814,-0.8120381984653782,0.9992103615135568,,0.9948652118100128,,39.89474201957623,4180.371,17.436610275358632,4215.244220550718,4145.4977794492825,0.05523178659561212,0.004332849963849103,,14501.944,1.5962873667144213,0.42838711190146217,-34.159999999999854,-34.57999999999993,,-0.8165392218495882,-0.8264956631683584,35.20928571428567,0.0
2025-09-24 04:00:00,4149.35,4163.27,4078.05,4142.68,4142.68,45929.49,189274536.69,ethereum,ETH,-0.0016074806897465876,-0.0016074806897465876,-0.008000306506804167,,4166.162,4170.878,,,4168.0931399866895,4173.131399188253,-5.03825920156396,-3.0424100826008655,-1.9958491189630947,0.9988693028182557,,0.9943636373237527,,41.18722388666028,4176.919,17.735183259926142,4212.389366519852,4141.448633480148,0.017357679672740683,0.004086362694257649,,21294.93,2.1568274702006534,0.9840578126221688,-23.019999999999527,-52.5,,-0.5526082051035774,-1.251436171987852,37.961428571428506,1.0
