timestamp,open,high,low,close,price,volume,market_cap,crypto_id,price_change,price_change_1h,price_change_4h,price_change_24h,sma_5,sma_15,sma_24,sma_ratio_5_15,sma_ratio_5_24,price_to_sma_5,rsi,volatility_5,volatility_24,volume_ratio,momentum_5,momentum_12,target
2025-09-17,240.23,243.83,230.63,237.0,237.0,0,0,solana,,,,,,,,,,,50.0,0.01,0.01,1.0,0.0,0.0,1.0
2025-09-21,236.92,252.78,232.78,239.46,239.46,0,0,solana,0.010379746835443182,0.010379746835443182,,,238.23000000000002,,,,,1.005163077698023,50.0,0.01,0.01,1.0,0.0,0.0,-1.0
2025-09-25,239.56,241.69,206.33,211.6,211.6,0,0,solana,-0.11634510983045188,-0.11634510983045188,-0.1071729957805907,,229.35333333333332,229.35333333333332,,1.0,,0.9225939598290847,8.113456464379965,0.08960800549334766,0.01,1.0,-25.400000000000006,0.0,0.0
2025-09-29,211.62,212.22,191.28,210.75,210.75,0,0,solana,-0.004017013232514133,-0.004017013232514133,-0.1198947632172388,-0.11075949367088611,220.60333333333332,224.7025,224.7025,0.981757360658352,0.981757360658352,0.9553346126531784,7.892204042348439,0.06938306383496577,0.06938306383496577,1.0,-28.710000000000008,0.0,1.0
2025-10-03,210.75,234.62,204.69,234.62,234.62,0,0,solana,0.11326215895610914,0.11326215895610914,0.10879017013232528,-0.020212143990645637,218.99,226.686,226.686,0.966049954562699,0.966049954562699,1.071373122060368,47.837936046511636,0.11481253081595555,0.09396043055252966,1.0,23.02000000000001,-2.3799999999999955,0.0
2025-10-07,234.78,237.29,224.69,232.6,232.6,0,0,solana,-0.008609666695081453,-0.008609666695081453,0.10367734282325025,0.09924385633270316,225.99,225.80599999999998,227.67166666666665,1.0008148587725747,0.9926136322042709,1.0292490818177795,46.14440939362075,0.0690751264718714,0.08148131933228325,1.0,21.849999999999994,-6.860000000000014,-1.0
2025-10-11,232.63,234.97,176.73,189.89,189.89,0,0,solana,-0.18361994840928642,-0.18361994840928642,-0.19064870854999583,-0.09897983392645315,219.03666666666666,215.892,222.27428571428572,1.0145659249377774,0.9854341268617066,0.8669324770586355,24.529853046963296,0.14923154618855328,0.11426350381124943,1.0,-44.73000000000002,-21.710000000000008,1.0
2025-10-15,188.79,210.8,173.79,202.78,202.78,0,0,solana,0.06788140502396134,0.06788140502396134,-0.1282029234737747,-0.13570880572841193,208.42333333333332,214.12800000000001,217.3857142857143,0.9733586141622455,0.9587719874701539,0.9729236969629121,44.64415836774351,0.12892660285162805,0.1131339134594181,1.0,-29.819999999999993,-7.969999999999999,-1.0
2025-10-19,202.58,207.6,175.12,187.56,187.56,0,0,solana,-0.07505671170726891,-0.07505671170726891,-0.012270261730475407,-0.19363714531384346,193.41,209.49,209.97142857142856,0.9232421595302878,0.9211253231732208,0.9697533736621685,38.010546996174135,0.12614159527864213,0.11766053763742583,1.0,-2.329999999999984,-47.06,-1.0
2025-10-23,187.65,197.26,177.75,180.03,180.03,0,0,solana,-0.04014715291106852,-0.04014715291106852,-0.11219055133642375,-0.05192479856759169,190.12333333333333,198.57199999999997,205.46142857142857,0.9574528802315199,0.925348055132582,0.9469116538387362,16.03832275724774,0.07452086043466655,0.0924209953462074,1.0,-22.75,-52.56999999999999,1.0
2025-10-27,180.09,200.59,179.97,200.07,200.07,0,0,solana,0.11131478086985491,0.11131478086985491,0.06669865642994233,-0.013364237104250942,189.22,192.066,203.93571428571428,0.9851821769600033,0.9278414066057231,1.0573406616636718,33.46884846020937,0.09907381753472774,0.11736513650398875,1.0,12.509999999999991,10.180000000000007,-1.0
2025-10-31,200.02,205.03,179.42,184.29,184.29,0,0,solana,-0.07887239466186835,-0.07887239466186835,0.023662722879520093,-0.017434420985284804,188.13,190.946,196.74571428571426,0.9852523750170205,0.9562088845645577,0.9795885823632594,46.08172404142177,0.10050831099138789,0.08720771291893331,1.0,4.259999999999991,-18.49000000000001,-1.0
2025-11-04,184.5,189.61,164.02,165.93,165.93,0,0,solana,-0.09962559010255567,-0.09962559010255567,-0.17064027590343378,-0.07832027995334112,183.42999999999998,183.57600000000002,187.22142857142856,0.9992046890661086,0.979748960360154,0.9045957586000111,26.0496555310022,0.11625954940255596,0.08533666941899924,1.0,-34.139999999999986,-21.629999999999995,-1.0
2025-11-08,165.89,168.17,147.97,161.88,161.88,0,0,solana,-0.024407882842162443,-0.024407882842162443,-0.12160182321341362,-0.19088319088319083,170.69999999999996,178.44,183.22,0.9566240753194349,0.9316668485973145,0.9483304042179264,30.474452554744516,0.03884752599215831,0.08257366280734582,1.0,-22.409999999999997,-18.150000000000006,-1.0
2025-11-12,161.69,171.62,154.35,154.35,154.35,0,0,solana,-0.04651593773165308,-0.04651593773165308,-0.06978846501536795,-0.16246133810841612,160.72,173.304,176.30142857142854,0.9273877117666066,0.911620520050887,0.9603658536585366,30.474452554744516,0.038658989363115986,0.08288826884649199,1.0,-11.580000000000013,-45.72,-1.0
2025-11-16,154.66,160.79,136.26,139.59,139.59,0,0,solana,-0.09562682215743434,-0.09562682215743434,-0.1376945885841363,-0.1587416380401374,151.94,161.208,169.4485714285714,0.9425090566225002,0.8966732426189152,0.9187179149664342,0.0,0.0364526688032385,0.03255137516093457,1.0,-22.289999999999992,-44.69999999999999,-1.0
2025-11-20,139.27,143.06,129.33,136.43,136.43,0,0,solana,-0.02263772476538428,-0.02263772476538428,-0.11609977324263032,-0.15721522115147013,143.45666666666668,151.63600000000002,163.22,0.9460594230042118,0.8789159825184822,0.9510188907219369,0.0,0.037214370794204234,0.03761313164586188,1.0,-17.919999999999987,-29.5,-1.0
2025-11-24,136.72,144.3,122.66,130.85,130.85,0,0,solana,-0.04090009528696048,-0.04090009528696048,-0.0626119349523605,-0.15225137674117262,135.62333333333333,144.61999999999998,153.33142857142857,0.9377909924860556,0.8845109877141331,0.9648044830043994,0.0,0.037982314193865226,0.029585091514281122,1.0,-8.740000000000009,-31.03,1.0
2025-11-28,130.58,144.38,128.65,140.83,140.83,0,0,solana,0.07627053878486834,0.07627053878486834,0.032250971194018874,0.008883157819328025,136.03666666666666,140.41000000000003,147.12285714285716,0.9688531206229374,0.9246467157348247,1.0352355982455712,24.335527920019544,0.06304141002069986,0.06316903769277665,1.0,4.400000000000006,-13.519999999999982,-1.0
2025-12-02,140.85,143.08,123.52,126.75,126.75,0,0,solana,-0.09997869772065615,-0.09997869772065615,-0.031333588077951835,-0.07095213662684163,132.81,134.89000000000001,141.5257142857143,0.9845800281711022,0.9384160374692131,0.9543709058052857,20.984020185029465,0.08970603112676186,0.07150911882000181,1.0,-4.099999999999994,-12.840000000000003,1.0
2025-12-06,126.67,146.14,126.16,133.2,133.2,0,0,solana,0.050887573964496946,0.050887573964496946,-0.054178797131293255,0.01795949560565524,133.59333333333333,133.612,137.42857142857142,0.9998602919897415,0.9720928620928622,0.9970557413044562,41.85987261146496,0.09527916894056727,0.07128004265274361,1.0,-7.630000000000024,-3.230000000000018,1.0
2025-12-10,133.23,144.43,128.26,138.01,138.01,0,0,solana,0.036111111111111205,0.036111111111111205,0.08883629191321485,-0.020024142583256577,132.65333333333334,133.92799999999997,135.09428571428572,0.9904824482806684,0.9819314905286608,1.0403809428083224,51.93154034229828,0.08316591033841421,0.07293669194899562,1.0,11.259999999999991,7.159999999999997,-1.0
2025-12-14,137.89,141.67,129.42,133.22,133.22,0,0,solana,-0.03470762988189258,-0.03470762988189258,0.00015015015015018562,0.051045364891518785,134.80999999999997,134.402,134.18428571428572,1.0030356691120668,1.0046630965942358,0.9882056227282844,52.95437546746447,0.04575328194384277,0.07202033704871799,1.0,0.020000000000010232,-7.610000000000014,
