timestamp,open,high,low,close,price,volume,market_cap,crypto_id,price_change,price_change_1h,price_change_4h,price_change_24h,sma_5,sma_15,sma_24,sma_ratio_5_15,sma_ratio_5_24,price_to_sma_5,rsi,volatility_5,volatility_24,volume_ratio,momentum_5,momentum_12,target
2025-09-17,4606.74,4668.6,4431.42,4504.27,4504.27,0,0,ethereum,,,,,,,,,,,50.0,0.01,0.01,1.0,0.0,0.0,0.0
2025-09-21,4503.4,4637.85,4440.0,4481.8,4481.8,0,0,ethereum,-0.004988599706500785,-0.004988599706500785,,,4493.035,,,,,0.9974994630578218,50.0,0.01,0.01,1.0,0.0,0.0,-1.0
2025-09-25,4481.48,4497.46,4100.86,4148.66,4148.66,0,0,ethereum,-0.07433174171091983,-0.07433174171091983,-0.0789495301125378,,4378.243333333333,4378.243333333333,,1.0,,0.9475626830547716,0.0,0.04903300594010643,0.01,1.0,-355.6100000000006,0.0,0.0
2025-09-29,4152.85,4160.04,3833.75,4141.84,4141.84,0,0,ethereum,-0.0016439042968090511,-0.0016439042968090511,-0.07585345173814095,-0.08046364893756375,4257.433333333333,4319.1425,4319.1425,0.9857126347031462,0.9857126347031462,0.9728490561605976,0.0,0.04103490392005494,0.04103490392005494,1.0,-339.96000000000004,0.0,1.0
2025-10-03,4139.68,4514.81,4089.64,4484.01,4484.01,0,0,ethereum,0.08261304154675209,0.08261304154675209,0.08083332931597198,0.0004931054487036235,4258.170000000001,4352.116,4352.116,0.978413718751982,0.978413718751982,1.0530368679503166,48.56230485381775,0.07854342707766047,0.06423143409014187,1.0,335.35000000000036,-20.26000000000022,1.0
2025-10-07,4484.18,4734.99,4443.26,4689.13,4689.13,0,0,ethereum,0.04574476863343291,0.04574476863343291,0.13213692465184557,0.13027579989683424,4438.326666666667,4389.088000000001,4408.285,1.0112184277614544,1.0068148195197604,1.056508533997047,60.16026909378708,0.0422377966450769,0.05920528877246024,1.0,547.29,207.32999999999993,-1.0
2025-10-11,4690.84,4753.34,3574.79,3835.63,3835.63,0,0,ethereum,-0.1820167067238485,-0.1820167067238485,-0.1445982502269174,-0.07393090993374929,4336.256666666667,4259.854,4326.477142857143,1.01793551296985,1.0022603895702233,0.8845486544846284,31.4398965962947,0.14333147065124832,0.10513618233051525,1.0,-648.3800000000001,-313.02999999999975,1.0
2025-10-15,3841.67,4283.09,3664.38,4128.89,4128.89,0,0,ethereum,0.07645680109916753,0.07645680109916753,-0.11947632076739179,-0.07919696878463689,4217.883333333334,4255.9,4272.851428571428,0.9910673026465223,0.9871355004598248,0.9789009495283968,49.418826835678225,0.14120143580563466,0.10932340386188236,1.0,-560.2399999999998,-12.949999999999818,-1.0
2025-10-19,4126.24,4203.8,3687.73,3889.5,3889.5,0,0,ethereum,-0.057979263191802244,-0.057979263191802244,0.014044628913633561,-0.17052843491223324,3951.34,4205.432000000001,4188.237142857143,0.9395800478999541,0.943437504903188,0.984349613042664,43.474325554452165,0.1292716113630174,0.1129239476517381,1.0,53.86999999999989,-594.5100000000002,-1.0
2025-10-23,3890.02,4106.4,3726.29,3801.79,3801.79,0,0,ethereum,-0.02255045635685826,-0.02255045635685826,-0.07922226070445093,-0.008822540234589948,3940.06,4068.988,4138.684285714286,0.968314480160669,0.952007867234549,0.9649066257874246,29.68349831445282,0.06967865857486699,0.10124116024246857,1.0,-327.10000000000036,-887.3400000000001,1.0
2025-10-27,3805.88,4172.98,3805.8,4161.59,4161.59,0,0,ethereum,0.09463963027942102,0.09463963027942102,0.06995500707031765,0.007919804112000994,3950.9600000000005,3963.4800000000005,4141.505714285714,0.9968411597888724,0.9539911985082032,1.0533110940125943,35.615108580652915,0.07987619942129927,0.11194851641411542,1.0,272.09000000000015,325.96000000000004,-1.0
2025-10-31,4158.57,4246.23,3687.02,3802.3,3802.3,0,0,ethereum,-0.08633479030851188,-0.08633479030851188,0.0001341473358602574,-0.022419334104640698,3921.8933333333334,3956.814,4044.1185714285716,0.9911745493554495,0.9697770389427374,0.9695062248845796,48.755832617865536,0.09179115659166441,0.08081233550883808,1.0,0.5100000000002183,-326.59000000000015,-1.0
2025-11-04,3801.55,3911.96,3572.5,3600.72,3600.72,0,0,ethereum,-0.053015280225127026,-0.053015280225127026,-0.1347730074322555,-0.052888244747868796,3854.8700000000003,3851.1800000000003,3888.631428571429,1.0009581478923344,0.9913179150064547,0.934070409637679,28.83544242929385,0.09631883102093874,0.07062944515403209,1.0,-560.8700000000003,-288.7800000000002,-1.0
2025-11-08,3600.36,3649.01,3097.71,3434.35,3434.35,0,0,ethereum,-0.04620464795929702,-0.04620464795929702,-0.09677037582515857,-0.17475051602872949,3612.4566666666665,3760.15,3831.305714285714,0.9607214251204517,0.9428787301407378,0.9506965250794243,30.627793147478187,0.021474802245986663,0.06944329015175592,1.0,-367.9500000000003,-367.44000000000005,0.0
2025-11-12,3426.4,3647.92,3360.28,3416.78,3416.78,0,0,ethereum,-0.00511596080772192,-0.00511596080772192,-0.0510842275989245,-0.10139126318281044,3483.9500000000003,3683.1479999999997,3729.5757142857146,0.9459163737107498,0.9341411106510392,0.9807201595889723,32.572582178325405,0.025913348311732393,0.0698885284706901,1.0,-183.9399999999996,-744.81,-1.0
2025-11-16,3416.07,3583.32,3078.56,3170.11,3170.11,0,0,ethereum,-0.07219370284302762,-0.07219370284302762,-0.07694032349644031,-0.11958997089470991,3340.413333333334,3484.852,3626.805714285714,0.9585524244166851,0.9210345401673152,0.9490172872818133,0.0,0.033820936962539926,0.030893982234503427,1.0,-264.2399999999998,-632.19,-1.0
2025-11-20,3169.7,3241.23,2872.51,3017.75,3017.75,0,0,ethereum,-0.04806142373608491,-0.04806142373608491,-0.1167853944356968,-0.12130388574257134,3201.5466666666666,3327.942,3514.8,0.9620199711012591,0.9108759151777246,0.9425912892102151,0.0,0.03397573437416231,0.024521769981174325,1.0,-399.0300000000002,-582.9699999999998,-1.0
2025-11-24,3020.94,3051.09,2632.87,2799.81,2799.81,0,0,ethereum,-0.07221936873498469,-0.07221936873498469,-0.11680982678834495,-0.18057059570706935,2995.89,3167.76,3320.2599999999998,0.9457439957572542,0.9023058435182787,0.9345503339575219,0.0,0.013940192850192011,0.027437658407063602,1.0,-370.3000000000002,-634.54,1.0
2025-11-28,2798.91,3066.28,2770.21,3015.61,3015.61,0,0,ethereum,0.07707665877327408,0.07707665877327408,-0.0007091376025183393,-0.048736479175801484,2944.39,3084.012,3207.875714285714,0.9547271541096467,0.9178628669707101,1.0241883717849878,25.378084060493464,0.08013784980731199,0.0628485037900092,1.0,-2.1399999999998727,-401.1700000000001,-1.0
2025-12-02,3014.82,3090.81,2724.95,2799.04,2799.04,0,0,ethereum,-0.07181631577027536,-0.07181631577027536,-0.0002750186619806527,-0.07247452572280677,2871.486666666666,2960.464,3093.35,0.9699448014455391,0.9282773260919929,0.9747703280298476,20.565307717231804,0.0860799862045617,0.0648576039789506,1.0,-0.7699999999999818,-371.07000000000016,1.0
2025-12-06,2796.73,3231.79,2785.45,3022.66,3022.66,0,0,ethereum,0.07989167714645018,0.07989167714645018,0.002337835462808524,0.0795946867823174,2945.7700000000004,2930.9739999999997,3034.5371428571425,1.0050481512289091,0.9707477158201583,1.0261018341554158,42.81635794950744,0.08678743890649214,0.07867624507879523,1.0,7.049999999999727,4.9099999999998545,1.0
2025-12-10,3019.83,3388.4,2941.77,3322.47,3322.47,0,0,ethereum,0.09918747063844435,0.09918747063844435,0.18700340116611414,0.10175719008757755,3048.056666666667,2991.9179999999997,3021.0642857142857,1.0187634375897558,1.0089347257786005,1.0900289474058333,62.98072827031539,0.09365712086063893,0.0866323868625937,1.0,523.4299999999998,522.6599999999999,-1.0
2025-12-14,3318.72,3432.93,3054.43,3115.23,3115.23,0,0,ethereum,-0.06237528104091228,-0.06237528104091228,0.030625343240721747,0.11296373042185892,3153.4533333333334,3055.0019999999995,3013.2242857142855,1.0322262745927282,1.0465378724988625,0.9878788967861688,63.56015270326043,0.08823712159910918,0.08401614568117874,1.0,92.57000000000016,99.61999999999989,
