timestamp,open,high,low,close,price,volume,market_cap,crypto_id,price_change,price_change_1h,price_change_4h,price_change_24h,sma_5,sma_15,sma_24,sma_ratio_5_15,sma_ratio_5_24,price_to_sma_5,rsi,volatility_5,volatility_24,volume_ratio,momentum_5,momentum_12,target
2025-09-17,115279.0,116970.0,114509.0,116763.0,116763.0,0,0,bitcoin,,,,,,,,,,,50.0,0.01,0.01,1.0,0.0,0.0,0.0
2025-09-21,116797.0,117888.0,114940.0,115716.0,115716.0,0,0,bitcoin,-0.00896688163202386,-0.00896688163202386,,,116239.5,,,,,0.995496367413831,50.0,0.01,0.01,1.0,0.0,0.0,-1.0
2025-09-25,115723.0,115858.0,111369.0,113321.0,113321.0,0,0,bitcoin,-0.020697224238653278,-0.020697224238653278,-0.02947851631081766,,115266.66666666667,115266.66666666667,,1.0,,0.9831203007518796,0.0,0.008294604802789143,0.01,1.0,-3442.0,0.0,-1.0
2025-09-29,113317.0,113492.0,108776.0,112143.0,112143.0,0,0,bitcoin,-0.010395248894732645,-0.010395248894732645,-0.030877320335994995,-0.039567328691451964,113726.66666666667,114485.75,114485.75,0.9933696260597207,0.9933696260597207,0.9860747992262149,0.0,0.006400154512364425,0.006400154512364425,1.0,-3573.0,0.0,1.0
2025-10-03,112179.0,121044.0,111599.0,120612.0,120612.0,0,0,bitcoin,0.07551964901955532,0.07551964901955532,0.0643393545768216,0.04231048428912154,115358.66666666667,115711.0,115711.0,0.9969550575715936,0.9969550575715936,1.0455391301332655,64.70318588127435,0.05282863345950983,0.044742599119334585,1.0,7291.0,3849.0,1.0
2025-10-07,120515.0,126080.0,119514.0,124774.0,124774.0,0,0,bitcoin,0.03450734586939941,0.03450734586939941,0.11263297753760826,0.10106688080761739,119176.33333333333,117313.2,117221.5,1.015881702428485,1.0166764060631652,1.0469696164506936,73.21894382934323,0.042972126062240774,0.04040953300604594,1.0,12631.0,9058.0,-1.0
2025-10-11,124740.0,125108.0,105896.0,113202.0,113202.0,0,0,bitcoin,-0.09274368057447868,-0.09274368057447868,-0.061436672967863926,0.009443300072229155,119529.33333333333,116810.4,116647.28571428571,1.0232764662507219,1.024707369754894,0.9470645978114159,45.474510368663594,0.08773765898667399,0.06323302600461146,1.0,-7410.0,-119.0,0.0
2025-10-15,113044.0,115934.0,109862.0,113157.0,113157.0,0,0,bitcoin,-0.00039751947845445557,-0.00039751947845445557,-0.09310433263340123,-0.06180977017212219,117044.33333333333,116777.6,116132.14285714286,1.0022841138483178,1.007854763149532,0.9667875135632368,49.677495477070714,0.06575077543921089,0.062440288231005364,1.0,-11617.0,1014.0,-1.0
2025-10-19,113066.0,113527.0,103856.0,107156.0,107156.0,0,0,bitcoin,-0.05303251235009765,-0.05303251235009765,-0.05340895037190152,-0.14119928831327044,111171.66666666667,115780.2,114909.28571428571,0.9601958423518587,0.9674733071014611,0.9638786861160668,41.75675228933188,0.04632355920680081,0.06716891569762505,1.0,-6046.0,-13456.0,0.0
2025-10-23,107210.0,113804.0,106222.0,107618.0,107618.0,0,0,bitcoin,0.004311471126208444,0.004311471126208444,-0.04894968936963684,-0.049327750393102554,109310.33333333333,113181.4,114094.57142857143,0.9657976781815151,0.9580677850371412,0.9845180845970647,20.78949734736085,0.03183538259034958,0.05078958225619376,1.0,-5539.0,-17156.0,1.0
2025-10-27,107591.0,114816.0,107581.0,114476.0,114476.0,0,0,bitcoin,0.06372539909680541,0.06372539909680541,0.06831162044122596,0.011656371236423713,109750.0,111121.8,114427.85714285714,0.9876549875901938,0.9591195950037141,1.0430615034168564,29.35279493142994,0.0583820137303562,0.059733654095798935,1.0,7320.0,1274.0,-1.0
